Composer	Title	RISM ID	A number	B number
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 266:] XLIV. | Uber das Evangelium am dreizehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Melodei deß | bekanten Morgengesanges: | Aus meines Hertzen Grunde/ u.s.w."	1001068459		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 108:] XVIII. | Uber das Evangelium am andern Sontage | in der Fasten/ Reminiscere genant/ | [...] | Dises kan man auch singen auf die Weise des Gesanges. | Hilf Gott/ daß Mir gelinge/ u.s.w."	1001067510		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 150:] XXV. | Uber das Evangelium am andern Sontage | nach Ostern/ Misericordias Domini | genant/ | [...] | Dises kan man auch singen auf die Melodei deß | 23. Psalms: | Waß kan unß kommen an für Noht/ u.s.w."	1001067527		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 156:] XXVI. | Uber das Evangelium am dritten Sontage | nach Ostern/ Jubilate genant: | [...] | Dises kan man auch singen auf die Melodei des herli= | chen Lob Psalmes: | Nun lob meine Seele den HErren/ u.s.w."	1001067529		
"Zannetti, Francesco$d1737-1788$030003392"	"Sei quintetti [A, D, B, C, Es, e] per tre violini, violoncello obligato e' basso repieno [!], opera seconda. [London, Robert Bremner]"	990069745	Z 56	
"Wolf, Ernst Wilhelm$d1735-1792$0146800"	"Trois quatuors [C, A, G] à deux violons, taille et basse, œuvre second. [Berlin, Johann Julius Hummel; Amsterdam, au grand magazin de musique]"	990069210	W 1804	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 138:] XXIII. | Uber das Evangelium am Hochheiligen | Ostertage. | [...] | Dises Festlied kan gesungen werden auff die Weise | deß schönen Ostergesanges: | Christ lag in Todes Banden/ u.s.w."	1001067524		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 144:] XXIV. | Uber das Evangelium am ersten Sontage | nach Ostern/ Quasimodogeniti | geheissen/ | [...] | Dises kan man auch singen auf die Melodei des schö= | nen Oster Lideß: | Jesus Christus wahr Gottes Sohn/ u.s.w."	1001067526		
"Winter, Peter von$d1754-1825$0141907"	"Tamerlan. Opéra en quatre actes, paroles de M|r Morel, représenté pour la 1|e|r|e fois ... le 27 fructidor, an 10 (1802) [Paris, Naderman]"	990068860	W 1447; WW 1447	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 126:] XXI. | Uberdas Evangelium am Fünften Sontage | in der Fasten/ Judica genant/ | [...] | Dises kan man auch singen auf die Weise deß feinen | Lideß: | HErr Christ thu Mir verleihen. u.s.w."	1001067518		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 88:] XV. | Uber das Evangelium des Sontages/ von | den Alten Sexagesima genant/ | [...] | Dises kan auch gesungen werden auf die Weise un= | sers bekanten Gebeth Liedeß: | Vater unser im Himmelreich/ [&]c.u.s.w."	1001067463		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 100:] XVII. | Uber das Evangelium am ersten Sontage in | der Fasten/ sonst Jnvocavit genant/ | [...] | Dises kan man auch singen auff die Melodei des an= | dächtigen Lideß: | Da Jesus an dem Kreutze stund/ u.s.w."	1001067509		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 120:] XX. | Uber das Evangelium am vierten Sontage | in der Fasten/ Lætare genant/ | [...] | Dises kan man singen auf die Melodei deß wolbe= | bekanten Hauß= und KirchenGesanges: | Singen wir auß Hertzen grund/ u.s.w."	1001067514		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 170:] XXVIII. | Uber das Evangelium am Fünften Sontage | nach Ostern/ Vocem Jukunditatis genant/ | [...] | Dises kan man singen auf die Melodei des Tauff= | Liedes: | Christ unser HErr zum Jordan kahm:"	1001067534		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 114:] XIX. | Uber das Evangelium am dritten Sontage | in der Fasten/ Okuli genant/ | [...] | Dises kan gesungen werden auf die Melodei des | bekanten Kirchen Lideß: | Gott der Vatter wohn unß bey/ u.s.w."	1001067512		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 132:] XXII. | Uber das Evangelium am Palmsontage/ | [...] | Dises kan man singen auf die Weise des Lideß: | O Welt/ Jch muß dich lassen/ u.s.w."	1001067523		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 162:] XXVII. | Uber das Evangelium am vierten Sontage | nach Ostern/ Kantate genant. | [...] | Dises kan man auch singen auf die Melodei des be= | kanten Lideß. | Wie Eß Gott gefält/ so gefält mirß auch/ u.s.w."	1001067532		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 176:] XXIX. | Uber das Evangelium am Sechsten Sontage | nach Ostern/ Exaudi genant/ | [...] | Dises kan man auch singen auff die Melodie des | schönen Pfingst Lideß: | Komm Heiliger Geist/ HERRE Gott/ u.s.w."	1001067537		
"Woldemar, Michel$d1750-1815$030004900"	"Méthode pour le violon à l'usage des jeunes élèves. [Paris, Cochet]"	990069175	W 1768	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 200:] XXXIII. | Uber das Evangelium am andern Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan gesungen werden auf die Melodei deß | schönen Kirchen Liedeß: | Durch Adamß Fall ist gantz verderbt/ u.s.w."	1001068413		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 218:] XXXVI. | Uber das Evangelium am fünften Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei deß | bekanten Kirchen Gesanges: | Allein zu dir HERR JEsu Christ/ u.s.w."	1001068424		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 224:] XXXVII. | Uber daß Evangelium am sechsten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Weise deß gahr | schönen KirchenGesanges: | Eß ist daß Heil Unß kommen her/ u.s.w."	1001068427		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 230:] XXXVIII. | Uber das Evangelium am siebenden Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Weise des überall | bekanten Morgenliedes: | Jch danke dir liber HERRE/ u.s.w."	1001068431		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 242:] XL. | Uber das Evangelium am neunten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Weise des sehr | schönen Buhs Lideß: | O HERRE GOtt begnade mich/ u.s.w."	1001068444		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 278:] XLVI. | Uber das Evangelium am funfzehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan auch gesungen werden auf die Melodei des | bekanten Tischgesanges: | Singen wir aus Hertzen Grund."	1001068468		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 206:] XXXIV. | Uber das Evangelium am dritten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei deß wol= | bekanten Lideß: | Komt her zu Mir/ spricht Gottes Sohn/ u.s.w."	1001068421		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 290:] XLVIII. | Uber das Evangelium am siebenzehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Weise deß be= | kanten Kirchen Lides: | Diß sind die heiligen zehn Gebot."	1001068479		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 248:] XLI. | Uber das Evangelium am zehenden Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei des | schönen Lides: | An Waserflüssen Babilon/ u.s.w."	1001068450		
"Camidge, Matthew$d1764-1844$030013284"	"Cathedral music. Consisting of a Tedeum, Jubilate, Magnificat, Nunc dimittis, six anthems, a Sanctus & responses, to the commandments, with thirty chants single & double; to the whole is an arranged part for the organ or piano forte [London, Preston; for the author]"	990070308	C 564a; CC 564a	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 284:] XLVII. | Uber das Evangelium am sechszehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Melodei des | bekanten Lideß: | HErr Christ thu mir verleihen."	1001068470		
Anonymus$030004985	"... [Paris, Mme Boivin; Le Clerc; aux Spectacles]"	990070487	AN 118	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 182:] XXX. | Uber das Evangelium am Heiligen Pfingst= | Tage/ | [...] | Dises kan auch gesungen werden auf die Melodei deß | schönen Gesangeß: | Es woll Unß Gott genädig sein/ u.s.w."	1001068394		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 236:] XXXIX. | Uber das Evangelium am achten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei deß be= | weglichen BuhßLides: | Erbarm dich Mein/ O HErre Gott/ u.s.w."	1001068437		
"Witt, Christian Friedrich$d1665-1717$0142474"	"Psalmodia sacra; Oder, Andächtige und schöne Gesänge [Sing-St./bc], So wohl des Sel. Lutheri, als anderer Geistreichen Männer. Auf ... Verordnung In dem Fürstenthum Gotha und Altenburg, auf nachfolgende Art zu singen und zu spielen. [Gotha, Christoph Reyher]"	990069108	W 1698; WW 1698	
"Witt, Christian Friedrich$d1665-1717$0142474"	"Anhang An das Gothaische Cantional Darinnen ... Die in dem Andern Theile des Gothaischen Gesang-Buchs, Mangelnden Melodien, in Alphabetischer Ordnung nach beygefügtem Register zu finden sind. [Gotha, Leipzig, Johann Andreas Reyher]"	990069110	W 1700; WW 1700	
"Storace, Stephen$d1762-1796$030003060"	"Ah perche di quel ingrato. The favorite quartette sung at the King's Theatre in the Hay Market. [London, Birchall & Andrews; for S. Storace]"	990062930	S 6643; SS 6643	
"Storace, Stephen$d1762-1796$030003060"	"The haunted tower. A comic opera in three acts as performed at the Theatre Royal Drury Lane, the music selected, adapted & composed by Stephen Storace. [London, Longman & Broderip]"	990062973	S 6687; SS 6687	
"Storace, Stephen$d1762-1796$jAscertained$030003060"	"The favorite overture ... arranged as a duett, for two performers on the piano forte, by T. Haigh. [London, Lewis Lavenu]"	990063012	S 6728	
"Storace, Stephen$d1762-1796$030003060"	"The favorite operas of Mahmoud & The iron chest. Adapted for the piano forte or harpsichord by Joseph Mazzinghi. [London, Mrs Storace; J. Dale]"	990063029	S 6746	
"Storace, Stephen$d1762-1796$030003060"	"The siege of Belgrade. An opera in three acts as performed at the Theatre Royal Drury Lane, the music principally composed by Stephen Storace. [London, J. Dale]"	990063154	S 6872; SS 6872	
"Urbani, Pietro$d1749-1816$030003194"	"A selection of Scots songs, harmonized, improved with simple and adapted graces [4 vol.]. [Edinburgh, author]"	990064961	U 56; UU 56	
"Tacet, Joseph$d18.sc$030004717"	"Six divertimentis [C, G, D, C, G, F] ... for the german flute ... with a thorough bass for the harpsichord ... opera 4|t|a. [London, author]"	990063548	T 5; TT 5	
"Tacet, Joseph$d18.sc$030004717"	"Six solos [D, C, G, A, e, G] for a germanflute or violin, with a thorough bass for the harpsichord or violoncello [op. I] [London, author]"	990063544	T 1; TT 1	
"Valentine, Robert$d1674-1747$030003205"	"XII | Sonatas |  or | Solos | for a | Flute | with a Through-bass | for the | Harpsicord or Bass Violin | Compos'd by | M|r: Valentine. at Rome | Opera Terza. [London, Printed for J. Walsh at the Harp & Hoboy in | Katherine Street & J. Hare at the Viol & Flute in Cornhill.]"	990065094	V 55	
"Valentine, Robert$d1674-1747$030003205"	| [frame] | XII | SONATAS | or | SOLOS | for a | FLUTE | with a | THROUGH BASS | for the | HARPSICORD | or | BASS VIOLIN | Compos'd by | M|r: Valentine at Rome | Opera Quinta | [rule] | London Printed for I: Walsh Serv|t. in Ordinary to his Majesty at y|e Harp & Hoboy in Catherine | [Street indecipherable on film] in y|e Strand: & I: Hare at y|e Viol & Flute in Cornhill near y|e Royall Exchange |	990065102	V 63	
"Vanbrugh, George$d18.sc$030011610"	"Mirth and harmony, consisting of vocal and instrumental musick: as, songs and ariets for one and two voices; and, a cantata; several of the songs on diverting subjects; all fitted for the german flute, common flute, violin, hoboy, harpsichord, or organ, to accompany the voice or to be play'd alone. [London, John Walsh]"	990065223	V 190	
"Tessarini, Carlo$d1690c-1766p$030003123"	"Il piacer del amator di musica; facile sonatine da camera a due violini e basso, con canone [C] al fine, nuovamente ristampate e ricorette, opera quinta. [Paris, aux adresses ordinaires]"	990064072	T 553	
"Shield, William$d1748-1829$030004470"	"Rosina. A comic opera ... composed and selected by William Shield. [London, J. Dale]"	990059551	S 3174; SS 3174	
"Shield, William$d1748-1829$030004470"	"The travellers in Switzerland. A comic opera ... selected & composed by W. Shield. [London, Longman & Broderip]"	990059619	S 3244	
"Shield, William$d1748-1829$030004470"	"The woodman. A comic opera ... composed chiefly by Will|m Shield. [London, Longman & Broderip]"	990059630	S 3255; SS 3255	
"Vanhal, Johann Baptist$d1739-1813$0114557"	"Six quartettos [B, F, E, G, B, Es] for two violins, a tenor and bass, selected from the different works of C. Vanhall [!]. [London, William Napier]"	990065398	V 387	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Three sonatas for the pianoforte. Two [-one] with accompaniments for a violin and violoncello. Op. 19 [London, Preston]"	990045327	M 6796; MM 6796	
"Mozart, Wolfgang Amadeus$d1756-1791$0115324"	"Œuvres complettes de Wolfgang Amadeus Mozart. [Cah.] I-XVII [Leipzig, Breitkopf & Härtel]"	990045827	M 7301; MM 7301	
"Mozart, Leopold$d1719-1787$0115317"	"[title page:] Leopold Mozarts | Hochfürstl. Salzburgischen Vice-Capellmeisters | gründliche Violinschule, | mit vier Kupfertafeln | und | einer Tabelle. | Zweyte vermehrte Auflage | Auf Kosten des Verfassers. | Augsburg, | gedruckt bey Johann Jacob Lotter. 1770"	990042613	M 4037; MM 4037	
"Jommelli, Niccolò$d1714-1774$jAscertained$0118329"	[title page:] La | Passione | di | nostro Signore | GIESU CRISTO | Oratorio | Musica del | SIGNOR JOMELLI | Poesia del | SIGNOR METASTASIO.	990032626	J 568; JJ 568	
"Just, Johann August$d1750c-1791$030001643"	"[Six divertimentos, op. 1. no. 1:] Justs favorite lesson [D]. [[London], J. Bland]"	990032793	J 745	
"Just, Johann August$d1750c-1791$030001643"	"The second divertimento [B] for the harpsichord or piano forte, with a flute accompanyment ... op.: I|s|t. [[London], J. Bland]"	990032794	J 746	
"Just, Johann August$d1750c-1791$030001643"	"The fifth divertimento [C] for harpsichord or piano forte, with a flute accompanyment ... op: I|s|t. [[London], J. Bland]"	990032795	J 747	
"Jones, Edward$d1752-1824$030010619"	"... a new edition, doubly augmented and improved. [London, for the author]"	990032665	J 608; JJ 608	
"Kammel, Antonín$d1730-1784$03661"	"Six sonates [F, B, D, G, C, A], quatre à deux violons, deux à violon et alto viola ... œuvre XV [Berlin, Johann Julius Hummel; Amsterdam, au grand magazin de musique]"	990032996	K 152; KK 152	
"Lampugnani, Giovanni Battista$d1708-1788$030001863"	"Six sonatas [G, A, B, A (= Nr. 6, 3, 2, 1 der vorausgehenden Ausgaben) D, A] for two violins and a thorough bass ... opera prima [[London], John Simpson]"	990036311	L 520; LL 520	
"Kuhnau, Johann$d1660-1722$0477141"	[title:] Musicalische Vorstellung | Einiger | Biblischer Historien/ | In 6. Sonaten/ | Auff dem Claviere zu spielen/ | Allen Liebhabern zum Vergnügen | versuchet | von | Johann Kuhnauen. | Leipzig/ | Gedruckt bey Immanuel Tietzen/ | Anno MDCC.	990035758	K 2997	
"Kreutzer, Rodolphe$d1766-1831$053845"	"... par les Comédiens Italiens, mise en musique par M. Kreutzer [Paris, Rodolphe Kreutzer; Sieber (Nicolas-Antoine Huguet)]"	990034860	K 2074; KK 2074	
"Hook, James$d1746-1827$098817"	"Three grand concertos [B, C, D] for the organ, harpsichord or piano forte with accompaniments for violins, oboes, flutes, french-horns, trumpets, bassoons and violoncellos [op. 20] [London, S., A. & P. Thompson]"	990031345	H 7330	
"Kelly, Michael$d1762-1826$0276999"	"The grand dramatic romance of Blue Beard, or Female curiosity, as now performing at the Theatre-Royal Drury Lane [London, Corri, Dussek & Co.]"	990033128	K 291; KK 291	
"Le Sueur, Jean-François$d1760-1837$096260"	"La caverne. Drame lyrique en trois actes, représenté pour la première fois sur le Théâtre de la rue Feydeau le 16 février 1793 [Paris, Naderman (gravé par Huguet)]"	990037869	L 2111; LL 2111	
"Keller, Gottfried$d1704+$030011387"	"A compleat method for attaining to play a thorough bass upon either organ, harpsicord, or theorbo-lute ... with variety of proper lessons and fuges, explaining the several rules throughout the whole work [London, J. Cullen; J. Young]"	990033095	K 258	
"Arne, Thomas Augustine$d1710-1778$034778"	"Six favourite songs for the voice and piano forte. [London, Harrison]"	990002017	A 2016	
"Arnold, Samuel$d1740-1802$0167367"	"The mountaineers ... the music selected and composed by Dr. Arnold, opera 34 [London, Preston & son]"	990002293	A 2292; AA 2292	
"Arnold, Samuel$d1740-1802$0167367"	"Peeping Tom of Coventry. A comick opera in two acts ... for the voice, harpsichord and violin, opera XXV [London, Harrison & Co.; for the author]"	990002318	A 2317; AA 2317	
"Arnold, Samuel$d1740-1802$0167367"	"The maid of the mill. A comick opera ... for the voice, harpsichord or violin [London, Robert Bremner]"	990002287	A 2286; AA 2286	
"Arnold, Samuel$d1740-1802$0167367"	"Gretna Green. A comic opera ... consisting of Italian, French, Irish, English & Scotch music, the overture by Dr. Arnold ... opera XXII [London, John Preston]"	990002255	A 2254; AA 2254	
"Arnold, Samuel$d1740-1802$0167367"	"The shipwreck. A comic opera in two acts. ... op. 40 [London, Longman & Broderip]"	990002328	A 2327; AA 2327	
"Agrell, Johan Joachim$d1701-1765$030000042"	"A collection of easy genteel lessons for the harpsicord ... book II, to which is added Vivaldi's celebrated 5th concerto set for the harpsicord. [London, Randall & Abell]"	990000430	A 429	
"Abel, Carl Friedrich$d1723-1787$0222"	"Six sonatas for the piano forte with an accompaniment for a violin [London, Harrison & Co.]"	990000123	A 122; AA 122	
"Abel, Carl Friedrich$d1723-1787$0222"	"Six sonates [C, F, D, B, G, Es] for the harpsicord with accompanyments for a violin or german flute, and violoncello ... opera II [London, author]"	990000106	A 105; AA 105	
"Arne, Michael$d1740c-1786$030004433"	"Cymon. A dramatic romance [London, author; Michael Arne]"	990001437	A 1436; AA 1436	
"Arne, Thomas Augustine$d1710-1778$034778"	"Overture in Artaxerxes. [London, Robert Falkener]"	990001648	A 1647	
"Arne, Thomas Augustine$d1710-1778$034778"	"Comus. A masque ... for the voice, harpsichord and violin [London, Harrison & Co.]"	990001750	A 1749; AA 1749	
"Arne, Thomas Augustine$d1710-1778$034778"	"The music in the masque of Comus, adapted for the german flute [London, Straight & Skillern]"	990001762	A 1761; AA 1761	
"Bach, Johann Christian$d1735-1782$02530"	"A second Sett of | Six | Concertos | For the | HARPSICHORD | or | PIANO FORTE | WITH ACCOMPANYMENTS | For two Violins & a Violoncello | Humbly dedicated  TO HER MAJESTY | Charlotta | QUEEN OF GREAT BRITIAN &c. &c. &c. | BY | Johann Christian Bach | Opera VII [...] [US-CAe] [London, John Welcker; London, John Welcker]"	990003240	B 281; BB 281	
"Bach, Johann Christian$d1735-1782$02530"	"Six sonatas [B, C, G, E, F, D] for the harpsichord or piano forte: with an accompagnement for a violin ... opera X [London, John Welcker]"	990003292	B 333; BB 333	
"Bach, Johann Christian$d1735-1782$02530"	"Six canzonets ... [op. 6] [London, Welcker]"	990003182	B 221; BB 221	
"Bach, Johann Christian$d1735-1782$02530"	"SIX | CONCERTI | pour le | CLAVECIN | Deux | Violons & une Violoncelle | Très humblement dediés | A SA MAJESTE | CHARLOTTE | REINE e la Grande Bretagne &&& | Composés par | Jean Bach | Oevre [!] Premier | LONDON Printed by WELCKER in Gerrard Street S.|t Ann's Soho | where may he had by Sig.|r Bach Six Sonatas for Harpsichord, 6 Overtures in 8 Parts, Six | Canzonets, and 3 Collection of Songs in Adriano in Siria."	990003227	B 268; BB 268	
"Bach, Johann Christian$d1735-1782$02530"	"Six sonatas [D, G, C, A, D, F] for the harpsichord or piano forte with an accompaniment for a german flute or violin ... opera XVI [London, John Welcker]"	990003308	B 350; BB 350	
"Bach, Johann Sebastian$d1685-1750$02539"	"[book 1, title:] Joh. Seb. Bach's  MOTETTEN | in Partitur | Erstes Heft | enthaltend | drey achtstimmige Motetten | Singet dem Herrn ein neues Lied, etc. | Fürchte dich nicht, ich bin bey dir, etc. | Ich lasse dich nicht, du segnest mich etc. | Preis 1 Rthlr. 8 Gr. | LEIPZIG | bey Breitkopf und Härtel."	990003401	B 447; BB 447	
"Burton, John$d1730-1782$030012063"	"[No. 2 (A):] Sonata [for harpsichord] [London, J. Dale]"	990007663	B 5082	
"Bianchi, Francesco$d1752c-1810$01718122"	"Per pietà padron mio. Sung ... in the opera of Gli Schiavi per Amore. [[London], Longman & Broderip]"	990005328	B 2555	
"Besozzi, Alessandro$d1702-1793$015639"	"VI sonatas in three parts for a german flute, a violin, with a thorough bass for the harpsichord or violoncello [von verschiedenen Komponisten?] [London, John Walsh]"	990005237	B 2458; BB 2458	
"Boccherini, Luigi$d1743-1805$030000391"	"Six conversation pieces or trios [c, D, Es, A, B, F] for two violins and a violoncello dedicated to all the lovers of music ... opera VII [London, W. Napier]"	990005816	B 3074; BB 3074	
"Borghese, Antonio D. R.$d1755c-1810p$030009305"	"Six sonatas for the harpsichord & 2 violins. [Edinburgh, s.n. (J. Johnson)]"	990006369	B 3688	
"Bowie, John$d1759-1815$030012053"	"[...] [Edinburgh, Neil Stewart & Co.; for the author]"	990006709	B 4032	
"Boyce, William$d1711-1779$030004115"	"Solomon. A serenata, taken from the Canticles [London, John Walsh; for the author]"	990006740	B 4074; BB 4074	
"Bach, Johann Christian$d1735-1782$02530"	"Six sonates [F, G, D, C, D, Es] pour le clavecin, accompagnées d'un violon ou flûte traversière et d'un violoncelle ... œuvre II [London, Welcker]"	990003280	B 321; BB 321	
"Bach, Johann Christian$d1735-1782$02530"	"[6 symphonies, op. 3; arr.] Six overtures ... adapted for the harpsichord [London, Welcker]"	990003358	B 404; BB 404	
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[title page with ornamental frame, f. 1r:] Herrn Professor Gellerts | Geistliche Oden und Lieder | mit Melodien | von | Carl Philipp Emanuel Bach. | Dritte Auflage. | [engraving] | Berlin, 1764. | Gedruckt und zu finden bey George Ludewig Winter."	990003092	B 124; BB 124	
"Abel, Carl Friedrich$d1723-1787$0222"	"Six overtures ... adapted for the harpsichord or piano forte by the author [London, Robert Bremner]"	990000056	A 55; AA 55	
"Abel, Carl Friedrich$d1723-1787$0222"	"Six concerts [F, B, Es, D, G, C] pour le clavecin ou piano forte, avec l'accompagnement de deux violons et violoncelle ... œuvre XI [London, Robert Bremner; pour l'auteur]"	990000087	A 86; AA 86	
"Anfossi, Pasquale$d1727-1797$01368"	"L'inconnue persécutée; comédie-opéra en trois actes ... représentée pour la première fois, par l'Académie royale de musique, le vendredi, 21. septembre 1781, et remise au théâtre le dimanche, 14. decembre 1783, donnée depuis en province ... sans récitatif [Paris, Jean-Pierre De Roullède; Lawalle L'Ecuyer; Houbaut (Basset)]"	990001175	A 1174; AA 1174	
"Arnold, Samuel$d1740-1802$0167367"	"The agreeable surprise. A comic opera in two acts ... for the voice, harpsichord, or violin, op. XVI [London, John Bland]"	990002195	A 2194; AA 2194	
"Arnold, Samuel$d1740-1802$0167367"	"The agreeable surprise... a comick opera in two acts [London, Harrison & Co.]"	990002196	A 2195; AA 2195	
"Arne, Thomas Augustine$d1710-1778$034778"	"... song of Ariel, in the Tempest [London, G. Walker]"	990001919	A 1918; AA 1918	
"Arne, Thomas Augustine$d1710-1778$034778"	"The music in The trip to Portsmouth ... the overture and dances composed by Dr. Arne, and the songs by Charles Dibdin, with transpositions for the german flute & guitar [London, Longman, Lukey & John Johnston]"	990001966	A 1965; AA 1965	
"Arnold, Samuel$d1740-1802$0167367"	"The overture, songs, chorusses ... opera XXXII [London, Longman & Broderip]"	990002211	A 2210; AA 2210	
"Besozzi, Alessandro$d1702-1793$015639"	"Six solos [D, G, D, G, D, C] for the german-flute, hautboy, or violin, with a thorough bass for the harpsichord [London, Edmund Chapman]"	990005239	B 2460; BB 2460	
"Callcott, John Wall$d1766-1821$030004565"	"You gentleman of England. The New Mariners. A favorite glee for three voices ... introduced in the ... opera of The Travellers in Switzerland [by W. Shield] [London, J. Dale]"	990008005	C 238; CC 238	
"Brown, John$d1715-1766$jConjectural$030012060"	"A Dissertation on the Rise, Union, and Power, The Progressions, Separations, and Corruptions, of Poetry and Music. To which is prefixed. The cure of Saul. A sacred ode [London, L. Davis & C. Reymers; London, L. Davis & C. Reymers; London, L. Davis & C. Reymers]"	990007224	B 4614; BB 4614	
"Burton, John$d1730-1782$030012063"	"Ten sonatas [D, A, F, G, D, B, C, G, A, F] for the harpsichord, organ, or piano forte [London, author]"	990007657	B 5076; BB 5076	
"Bononcini, Giovanni$d1670-1747$020000426"	"Aires for two flutes and bass or two flutes without a bass ... consisting of allemands, sarabands, corants, preludes, gavots and jiggs, with a through bass for the harpsicord or bass violin [London, John Walsh & Joseph Hare]"	990006336	B 3622; BB 3622	
"Burney, Charles$d1726-1814$0118331"	"Six sonatas for two violins, with a bass for the violoncello or harpsichord ... opera prima. [London, William Smith; for the author]"	990007636	B 5054	
"Boccherini, Luigi$d1743-1805$030000391"	"Sei sonate [B, C, B, D, g, Es] di cembalo e violino obligato ... mis au jour par M. Boyer ... plusieurs de ces pièces peuvent s'exécuter sur la harpe ... opera V [Paris, Naderman (Boyer); Lyon, Castaud (gravée par M|m|e la V|v|e Leclair / imprimée par Richomme)]"	990005772	B 3031; BB 3031	
"Campra, André$d1660-1744$030000563"	"... seconde édition, conforme aux dernières représentations [Paris, Christophe Ballard]"	990008491	C 731; CC 731	
"Cimarosa, Domenico$d1749-1801$052222"	"Gli Orazi e i Curiazi. Opera seria ... paroles françaises de Moline [Paris, Imbault (gravé par L' Aubert)]"	990009841	C 2396; CC 2396	
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO I	1001094038		
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO III	1001097031		
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO IV	1001097032		
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO V	1001097033		
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO VI	1001097034		
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO II	1001097030		
"Bach, Johann Sebastian$d1685-1750$02539"	"[caption title:] Motetto I. | Der 149. Psalm.$c[Bach, Johann Sebastian] | 1685-1750"	403008806		
"Bach, Johann Sebastian$d1685-1750$02539"	"[caption title:] Motetto II.$c[Bach, Johann Sebastian] | 1685-1750"	403008807		
"Bach, Johann Christoph$d1642-1703$jDoubtful$020000414"	"[caption title:] Motetto III.$c?Bach, Johann Christoph? | 1642-1703"	403008808		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Largo con Sordini | Sonata. VII."	406002248		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Il Terremoto | Presto e con tutta | la forza."	406002249		
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] L'Introduzione | Maestoso | ed Adagio"	406002241		
