UTL Catkey	100	245	260	300	RISM A number	RISM B number	RISM ID	Correct A number	Correct B number	CDN-Tu?	Notes	RISM ID no	[ACTUAL NUMBERS]	New 510
a3797813	"Kirnberger, Johann Philipp,1721-1783"	"14$aDie Kunst des reinen Satzes in der Musik,$baus sicheren Grundsätzen hergeleitet und mit deutlichen Beyspielen erläutert."	"0\$aBerlin,$bG.J. Decker, und G.L. Hartung,$c1774-79."	2 v. in 4.		"VI, 453"	Not in RISM							
a3797897	"[Kuhnau, Johann]1660-1722"	"14$aDer wohlgeplagte,$bdoch nicht verzagte Musicus instrumentalis,$cvon Cotala, dem Kunst-Pfeiffer-Gesellen vorgestellet."	00$a[n.p.]$c1772.	"[1], 166 p."		"II, 672"	Not in RISM							
a3798028	"Linley, Thomas,1732-1795."	"14$aThe duenna;$bor, Double elopement; a comic-opera as performed at the Theatre Royal in Covent Garden, for the voice, harpsichord, or violin."	"0\$aLondon,$bPrinted and sold by Preton$c[sic, 18--]"	"[1], 60 p."	L 2461		990038123			No		RISM ID no. 	990038123	RISM ID no. 990038123
a3798077	"Malcolm, Alexander,b. 1687"	"02$aA treatise of musick,$bspeculative, practical, and historical."	"0\$aEdinburgh,$bThe Author,$c1721."	"v, [iii]-xxiii, [1], 608 p.6 fold. plates."		"VI, 530"	Not in RISM							
a3798082	"Manfredini, Vincenzo,1737-1799"	"10$aRegolo armoniche;$bo sieno, Precetti ragionati per apprender la musica."	"0\$aVenezia,$bA. Cesare,$c1797."	"[4], 207, [1] p.20 fold. plates (music)"		"VI, 533"	Not in RISM							
a3798091	"Marpurg, Friedrich Wilhelm,1718-1795"	"00$aAbhandlung von der Fuge,$bnach den Grundsätzen und Exempeln der besten deutschen und ausländischen Meister."	"0\$aBerlin,$bA. Haude und J.C. Spener, Königl. ... Buchhändler,$c1753-"	v. 1music.		540					No RISM A or B number			
a3798127	"Marquet,M.(François Nicolas),1687-1759."	00$aNouvelle méthode facile et curieuse pour connoitre le pouls par les notes de la musique.	"0\$aAmsterdam,$bet se trouve à Paris chez P.F. Didot,$c1769."	"[3], vi, 216 p.6 fold. plates (music)"		"VI, 547"	Not in RISM							
a3798137	"Martini, Giovanni Battista,1706-1784"	00$aStoria della musica.	"0\$aBologna,$bL. Dalla Volpe,$c1757-1781."	"3 v.illus., ports., fold. maps, plans, tables (part fold.)"		"VI, 552"	Not in RISM							
a3798153	"Méhul, Etienne Nicolas,1763-1817."	"10$aAriodant,$bopéra en 3 actes.$cParoles d'Hoffman."	"0\$aParis,$bJmbault$c[1800]"	score (319 p.)	M 1761		990040448			No		RISM ID no. 	990040448	RISM ID no. 990040448
a3798289	"Mozart, Wolfgang Amadeus,1756-1791."	"13$aIl dissoluto punito;$bosia, Il Don Giovanni, dramma giocoso in due atti.$cRidotto per il pianoforte da A.E. Müller."	"0\$aLipsia,$bBreitkopf e Härtel$c[1818]"	"[1], 184 p."	M 4514		990043084			No		RISM ID no. 	990043084	RISM ID no. 990043084
a3798333	"Dussek, Johann Ladislaus,1760-1812."	"10$aConsolation,$bfor the piano forte."	"0\$aLondon,$bPrinted by R. Cocks$c[between 1823 and 1844]"	0.916666667							No RISM A or B number			
a3798463		"04$aThe Musical miscellany;$bbeing a collection of choice songs, set to the violin and flute,$cby the most eminent masters."	"0\$aLondon,$bPrinted by and for J. Watts,$c1729-31."	6 v.fronts.		"II, 247"	Not in RISM							
a3798702	"Perego, Camillo,d. ca. 1574"	"13$aLa regola del canto fermo ambrosiano.$cComposta già d'ordine di S. Carlo dal Reuer.  P. Camillo Perego, ed hora data alla stampa per commessione di Monsignor' illustrissimo e reuerendissimo Federico Cardinale Borromeo arciuescono."	"00$aMilano,$bPer l'her. di P. Pontio, & G.B. Piccaglia, stampatori archiepiscopali,$c1622."	"[4], 161, [5] p.illus., music."		"VI, 644"	Not in RISM							
a3798726	"Philidor, F. D.(François Danican),1726-1795."	10$aKatarinae Avg. piae felici ottomannicae Tavricae Mvsacetae Q. Horatii Flacci Carmen saecvlare lyricis concentibvs restitvtvm.	"00$a[Paris,$bL. L'Ecuyer]$c1788."	score (237 p.)	P 1938		990049425			No		RISM ID no. 	990049425	RISM ID no. 990049425
a3798850	"Paisiello, Giovanni,1740-1816"	13$aLa serva padrona;$bintermezzo a due voci.	"0\$aParis,$bA la typographie De la syrene$c[1781?]"	"score (51, 62 p.)"	P 520		990048123			No		RISM ID no. 	990048123	RISM ID no. 990048123
a3798892	"Dodwell, Henry,1641-1711"	"02$aA treatise concerning the lawfulness of instrumental musick in holy offices.$bTo which is prefixed a preface in vindication of Mr. Newte's sermon, concerning the lawfulness and use of organs in the Christian church, &c.  From the exceptions of an anonymous letter to a friend in the country, concerning the use of instrumental musick in the worship of God, &c."	"00$aLondon,$bW. Hawes,$c1700."	"[48], 82, [1] p. (p. [83] advertisement)"		"VI, 269"	1001034799			No		RISM ID no. 	1001034799	RISM ID no. 1001034799
a3798921	"Playford, John,1623-1686?"	"13$aAn introduction to the skill of musick,$bin three books.  The first contains the grounds and rules of musick, according to the gam-ut, and other principles thereof.  The second, instructions and lessons both for the bass-viol and treble-violin.  The third, the art of descant, or composing of musick in parts, in a more plain and easie method than any heretofore published."	"0\$aLondon,$bPrinted by C. Peregrine for H. Playford,$c1687."	"[17], 116, [2], 51, [3] p. ([3] p. at end advertisements)illus., music, port."		"VI, 658"	Not in RISM							
a3798966	"Porta Ferrari, Carlo Antonio"	"13$aIl canto fermo ecclesiastico,$bspiegato a'seminaristi di Ferrara."	"0\$aModena,$bB. Soliani, stampator ducale,$c1732."	"viii, 77 p.music, plate."		"VI, 664"	Not in RISM				RISM search brings up an unrelated work			
a3799103	"Rameau, Jean-Philippe,1683-1764"	"10$aCode de musique pratique;$bou, Méthodes pour apprendre la musique, même à des aveugles, pour former la voix & l'oreille,$cpour la position de la main avec une méchanique des doigts sur le clavecin & l'orgue, pour l'accompagnement sur tous les instrumens qui en sont susceptibles, & pour le prélude.  Avec de nouvelles réflexions sur le principe sonore."	"0\$aParis,$bDe l'Impr. royale,$c1760."	"[1], xx, 237, 14 p.,music (33 p.)"		"VI, 682"	Not in RISM							
a3799109	"Rameau, Jean-Philippe,1683-1764"	"00$aTraité de l'harmonie,$breduite à ses principes naturels. Divisé en quatre livres: Livre I.  Du rapport des raisons & proportions harmoniques.  Livre II.  De la nature & de la proprieté des accords; et de tout ce qui peut servir à rendre une musique parfaite.  Livre III. Principes de composition.  Livre IV.  Principes d'accompagnement."	"0\$aParis,$bDe l'Impr. de J.B.C. Ballard, seul imprimeur de Roy pour la musique,$c1722."	"[8], xxiv, 432, 17, [1] p.diagrs., music."		"VI, 685"	Not in RISM							
a3799183	"Roèl del Río, Antonio Ventura"	"10$aInstitucion harmonica;$bò, Doctrina musical, theorica, y practica, que trata del canto llano, y de organo; exactamente, y segun el moderno estilo explicada, de suerte que escusa casi de maestro."	"0\$aMadrid,$bPor los herederos de la viuda de J. Garcia Infanzòn,$c1748."	"[36], 279 p.music."		"VI, 711"	Not in RISM							
a3799198	"Romero de Ávila, Gerónimo"	"10$aArte de canto-llano, y organo;$bó, Promptuario musico, dividido en quatro partes: La primera trata de la especulativa del canto-llano.  La segunda, de la práctica del mismo canto.  La tercera, de la especulativa, y práctica de todo hymno, sequencia, ó prosa.  Y la quarta, ó de la especulativa, y práctica del canto de organo, segun el moderno estilo."	"0\$aMadrid,$bImpr. de J. Doblado,$c1785."	"[8], 462 (i.e. 464) p.1 illus."		"VI, 715"	Not in RISM							
a3799255	"Rousseau, Jean-Jacques,1712-1778."	00$aDictionnaire de musique.	"0\$aParis,$bVeuve Duchesne,$c1768."	"[1], xii, 547, [1] p.fold. plates."		"VI, 720"	Not in RISM							
a3799259		"00$aRules, or a short and compleat method,$bfor attaining to play a thorough bass upon the harpsichord or organ,$cby an eminent master.  Also, an explanation of figur'd time, with the several moods & characters made use of in musick.  To which is added a dictionary, or explication of such Italian words, or terms, as are made use of in vocal or instrumental musick."	"0\$aLondon,$bI. Walsh$c[17--]"	"[1], 42 p.music."		"VI, 981"	Not in RISM							
a3799264	"Sabbatini, Luigi Antonio,1732-1809"	"13$aLa vera idea delle musicali numberiche segnature, diretta al giovane studioso dell' armonìa."	"0\$aVenezia,$bS. Valle,$c1799."	"iv, clxxix, [1] p.music, port."		"VI, 743"	Not in RISM							
a3799289	"Saint-Glas, Pierre de,-1699"	"10$aDivers traitez d'histoire,$bde morale, et d'eloqvence ..."	"0\$aParis,$bChez la veuve C. Thibovst, et P. Esclassan,$c1672."	"[10], 179, [1] p."		"VI, 565"	Not in RISM							
a3799311	"Santoro, Fabio Sebastiano"	"10$aScola di canto fermo,$bin cui s'insegnano facilissime, e chiare regole per ben cantare, e componere, non meno utile, che necessaria ad ogni ecclesiastico.  Divisa in tre libri ..."	"00$aNapoli,$bStamperia di N. de Bonis,$c1715."	"[16], 292 (i.e. 296), [16] p.diagrs., music, port."		"VI, 753"	Not in RISM							
a3799447	"Schröter, Christoph Gottlieb,1699-1782"	"10$aDeutliche Anweisung zum General-Bass,$bin beständiger Veränderung des uns angebohrnen harmonischen Dreyklanges,$cmit zulänglichen Exempln; wobey ein umständlicher Vorbericht der vornehmsten vom General-Basse handelnden Schriften dieses Jahrhunderts."	"00$aHalberstadt,$bJ.H. Gross,$c1772."	"xxiv, 202, [6] p.music."		"VI, 772"	Not in RISM							
a3799635	"Simpson, Christopher,-1669"	"12$aA compendium of practical musick in five parts,$bteching by a new and easie method: 1. The rudiments of song.  2. The principles of composition.  3. The use of discords.  4. The form of figurate descant. 5. The contrivance of canon.$cTogether with lessons for viols, &c."	"00$aLondon,$bPrinted by M.C. for H. Brome,$c1678."	"[14], 192 p.music, port."		"VI, 784"	993121979			No		RISM ID no. 	993121979	RISM ID no. 993121979
a3799653	"Smith, Robert,1689-1768"	"10$aHarmonics;$bor, The philosophy of musical sounds."	"00$aCambridge,$bPrinted by J. Bentham, and sold there by W. Thurlbourn [etc.]$c1749."	"xv, [1], 292, [13] p. (p. [13] at end advertisement)25 fold. plates."		"VI, 788"	Not in RISM							
a3799658	"Solano, Francisco Ignacio,d. 1800"	"10$aNova instrucção musical,$bou Theorica pratica da musica rythmica, com a qual se fo'rma, e ordena sobre os mais solidos fundamentos hum novo methodo, e verdadeiro systema para constituir hum intelligente solfista, e destrissimo cantor, nomeando as nótas, ou figuras da solfa pelos seus mais proprios, e improprios nomes, a que chamamos ordinarios, e extraordinarios no canto natural, e accidental, de que procede toda a difficuldade da musica."	"00$aLisboa,$bM. Manescal da Costa, impressor,$c1764."	"[60], 340, [4], 47, [1] p.illus., fold. table."		"VI, 790"	Not in RISM							
a3799691	"Stalpart van der Wiele,Jan Baptist,1579-1630"	10$aIoh. Stalpardi Extractum Katholicum tegen alle gebreken van verwarde harsenen.	"0\$aLoven,$bB. Masias,$c1631."	"[22], 647 (i.e. 639), [5] p."										
a3799965	"Taglini, Carlo,1679-1747"	"10$aLettere scientifiche sopra vari dilettevoli argomenti di fisica /$cdel dottor Carlo Taglini ... ascritto alla Società regia d'Inghilterra, all'Accademia delle scienze e belle arti di Parigi, alla Fiorentina e a quella degli Apatisti, ec."	"\\$aIn Firenze :$bNella stamperìa all'Insegna d'Apollo ...,$c1747."	"viii, 304 p. :diagrs."		"VI, 815"	Not in RISM				Titles do not quite match up			
a3800114	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses, both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-05]"	4 v. in 2.port.	H 2736		"990026897, 990026898, 990034207, 990050066"			No	"Thomsom is the publisher, not composer; both this one and a3800117 are the same record, one for each portfolio - can we detangle these?"	RISM ID no. 	"990026897, 990026898, 990034207, 990050066"	"RISM ID no. 990026897, 990026898, 990034207, 990050066"
a3800114	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses, both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-05]"	4 v. in 2.port.	H 2737					No	"Thomsom is the publisher, not composer"	RISM ID no. 		RISM ID no. 
a3800114	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses, both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-05]"	4 v. in 2.port.	K 1406					No	"Thomsom is the publisher, not composer"	RISM ID no. 		RISM ID no. 
a3800114	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses, both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-05]"	4 v. in 2.port.	P 2637					No	"Thomsom is the publisher, not composer"	RISM ID no. 		RISM ID no. 
a3800117	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-09; v. 1, 1809]"	"4 v. in 2.plates, port."	H 2736		990026897			No	"Thomsom is the publisher, not composer; appears to be the same item as row 724"	RISM ID no. 	"990026897, 990026898, 990034207, 990050066"	"RISM ID no. 990026897, 990026898, 990034207, 990050066"
a3800117	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-09; v. 1, 1809]"	"4 v. in 2.plates, port."	H 2737					No	"Thomsom is the publisher, not composer; appears to be the same item as row 725"	RISM ID no. 		RISM ID no. 
a3800117	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-09; v. 1, 1809]"	"4 v. in 2.plates, port."	K 1406					No	"Thomsom is the publisher, not composer; appears to be the same item as row 726"	RISM ID no. 		RISM ID no. 
a3800117	"Thomson, George,1757-1851"	"12$aA select collection of original Scottish airs for the voice.$cWith introductory & concluding symphonies & accompaniments for the piano forte, violin & violoncello by Pleyel, Kozeluch & Haydn.  With select & characteristic verses both Scottish and English adapted to the airs including upwards of one hundred new songs by Burns."	"0\$aLondon,$bPrinted & sold by T. Preston$c[1803-09; v. 1, 1809]"	"4 v. in 2.plates, port."	P 2637					No	"Thomsom is the publisher, not composer; appears to be the same item as row 727"	RISM ID no. 		RISM ID no. 
a3800123	"Tigrini, Orazio"	"13$aIl compendio della mvsica,$bnel qvale brevemente si tratta dell'arte del contrapunto, diviso in qvatro libri.$cNouamente composto, & dato in luce."	"0\$aVenetia,$bR. Amadino,$c1588."	"[12], 135, [1] p.music."		"VI, 831"	Not in RISM							
a3800125	"Til, Salomon van,1644-1713"	"10$aDigt-sang- en speel-konst,$bsoo der ouden, als bysonder der Hebreen, door een naeuwkeurig ondersoek der oudheyd uyt sijn vorige duysterheyd wederom opgeheldert.  Dienende, om, by wege van een voorlooper den leser tot een beter verstand der goddelijke Psalmen en netter begrip van haar ware gebruyk onder beyde de Testamenten op te leyden."	"0\$aDoordregt,$bD. Goris,$c1692."	"[28], 533, [15] p.illus., plates."		"VI, 832 "	Not in RISM							
a3800193	"Vallotti, Francesco Antonio,1697-1780"	"10$aDella scienza teorica,$be pratica, della moderna musica.  Libro primo.  Opera del Francescantonio Vallotti."	"0\$aPadova,$bStamperia del Seminario, appresso G. Manfre,$c1779."	"xxxi, 168 p.illus., fold. plates."		"VI, 854"	Not in RISM							
a3800296	"Weigl, Joseph,1766-1846"	14$aDas Waisenhaus;$bOper in zwey Aufzügen.	"0\$aLeipzig,$bBreitkopf und Härtel$c[1809]"	"[1], 82 p."	"WW 543 I,333"		991006411			No		RISM ID no. 	991006411	RISM ID no. 991006411
a3800329	"Werckmeister, Andreas,1645-1706"	"10$aMusicalische paradoxal-discourse.$boder, Ungemeine Vorstellungen, wie die musica einen hohen und göttlichen Uhrsprung habe, und wie hingegen dieselbe so sehr gemissbrauchet wird.  Dann wie dieselbe von den lieben Alten mit grosser Schwürig- und Weitläufftigkeit, welche uns zum Theil noch anhanget ist fortgesetzet worden, und wie man hingegen in vielen Stücken in heutiger musica practica eines nähren Weges und Vortheils sich bedienen könne, &c.  So wohl denen so ihre Music zur ehre Gottes gedencken anzuwenden, auch andern Gott- und Kirchen-Music Liebenden zum weitern Nachdencken mathematicè, historicè, und allegoricè, durch die musicalischen Proportional-Zahlen entdecket und vorgestellet von Andrea Werckmeister."	"0\$aQvedlinburg,$bT.P. Calvisius,$c1707."	120 p.music.		"VI, 884"	Not in RISM							
a3800333		00$aMercurius musicus.	"00$aLondon,$bPrinted by W. Pearson for D. Browne and H. Playford [etc.]"	"v. 1700: Jan/Feb, Mar/Apr, May, Aug"		"I, 1700/6"	Not in RISM							
a3800347		"04$aThe Monthly mask of vocal music;$bor, The new-est songs made for the theatre's & other occasions."	"00$aLondon,$bI. Walsh and I. Hare"	v. Dec. 1702 -- Dec. 1703		"II, p. 240"	Not in RISM							
